,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,CustomerDays,marital,education,MntTotal,MntRegularProds,AcceptedCmpOverall,ChildrenTotal,NumPurchasesTotal
1069,71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,62,2263,Single,PhD,1149,1106,0,0,16
1071,39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,46,2223,Single,PhD,121,109,0,1,7
1072,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,61,2469,Together,Graduation,702,627,0,0,16
1073,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,48,2531,Single,PhD,70,67,0,2,6
1074,57236.0,1,1,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,55,2268,Married,PhD,117,113,0,2,7
1075,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,41,2485,Single,Graduation,397,370,0,1,14
1076,79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,62,2186,Divorced,Graduation,835,802,0,1,12
1077,80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,34,2765,Single,2n Cycle,715,674,0,0,14
1078,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,38,2591,Together,Master,11,10,0,1,3
1079,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,41,2702,Married,Graduation,902,867,0,1,23
1080,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,45,2423,Divorced,Graduation,1835,1808,3,0,17
1081,54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,41,2564,Married,2n Cycle,322,277,0,1,12
1082,38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,34,2490,Married,Graduation,389,335,0,1,14
1083,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,50,2405,Together,Graduation,257,247,0,1,11
1084,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,48,2256,Married,Graduation,40,19,0,1,5
1085,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,60,2385,Single,PhD,1323,1323,1,0,20
1086,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,68,2169,Married,PhD,61,59,0,1,5
1087,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,50,2489,Married,2n Cycle,47,30,0,0,6
1088,65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,46,2309,Married,2n Cycle,546,530,1,1,17
1089,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,55,2188,Married,Graduation,306,300,0,2,12
1090,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,66,2648,Divorced,Graduation,1140,1124,0,0,15
1091,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,37,2644,Single,2n Cycle,1059,1014,1,0,15
1092,54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,47,2299,Single,PhD,16,16,0,2,3
1094,16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,36,2462,Single,PhD,44,44,0,1,6
1095,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,49,2464,Together,Graduation,1406,1238,2,1,11
1096,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,37,2415,Married,PhD,39,15,1,1,4
1097,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,37,2441,Married,Master,273,120,1,0,11
1098,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,54,2688,Together,Basic,50,4,0,0,5
1099,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,42,2449,Married,2n Cycle,606,577,0,1,18
1100,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,52,2425,Single,Graduation,736,715,0,1,20
1101,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,41,2743,Married,PhD,119,113,0,1,7
1102,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,47,2567,Divorced,Master,259,186,0,2,11
1103,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,41,2346,Single,Graduation,126,117,0,1,7
1104,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,66,2747,Married,Graduation,301,272,0,1,12
1105,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,58,2717,Divorced,Graduation,343,302,0,2,13
1106,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,54,2849,Single,Graduation,1627,1532,0,2,14
1107,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,43,2225,Together,Graduation,62,46,0,3,5
1108,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,35,2692,Single,Basic,13,2,0,0,3
1110,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,69,2689,Married,Master,887,817,1,1,13
1111,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,53,2421,Single,Graduation,11,7,0,2,3
1112,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,42,2181,Married,Graduation,41,25,0,1,4
1115,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,46,2195,Together,2n Cycle,297,268,0,1,12
1116,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,52,2852,Married,PhD,73,69,0,2,6
1117,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,58,2581,Divorced,PhD,1301,1289,0,0,19
1118,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,31,2197,Divorced,Master,26,22,0,0,6
1119,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,59,2671,Married,Graduation,295,275,0,1,12
1120,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,67,2533,Together,Master,612,564,0,1,18
1121,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,31,2673,Married,Graduation,71,68,0,1,6
1122,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,42,2208,Divorced,2n Cycle,26,6,0,1,5
1123,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,58,2475,Single,PhD,68,50,0,1,6
1124,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,75,2395,Widow,Graduation,969,835,0,0,24
1125,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,46,2318,Together,Master,58,55,0,1,7
1126,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,39,2381,Together,Graduation,118,91,1,1,7
1127,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,64,2812,Together,Graduation,652,620,0,2,19
1128,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,66,2388,Married,PhD,392,373,0,1,14
1129,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,34,2783,Single,Graduation,18,9,1,1,3
1130,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,77,2517,Widow,PhD,1030,1000,0,0,25
1131,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,56,2828,Together,Graduation,1422,1385,0,1,21
1132,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,41,2828,Married,Graduation,13,8,0,1,3
1134,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,60,2246,Married,Master,224,211,0,1,10
1135,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,57,2191,Single,PhD,46,44,0,2,6
1136,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,44,2502,Married,Graduation,496,477,0,2,16
1137,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,46,2730,Together,Graduation,1011,1002,0,0,14
1138,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,59,2190,Married,Graduation,1357,1344,0,0,10
1139,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,69,2634,Married,Graduation,920,814,0,1,23
1140,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,55,2257,Married,Graduation,260,219,0,1,11
1141,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,64,2812,Together,Graduation,652,620,0,2,19
1142,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,55,2776,Married,Graduation,490,481,1,1,16
1144,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,46,2418,Married,PhD,216,214,0,1,10
1145,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,48,2561,Married,Graduation,595,584,0,1,18
1146,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,52,2518,Married,2n Cycle,67,59,0,1,5
1147,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,52,2835,Together,Graduation,93,80,0,3,6
1148,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,72,2555,Married,Graduation,893,796,0,0,16
1149,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,51,2317,Single,Graduation,1047,997,0,0,15
1150,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,24,2291,Married,Basic,8,0,1,0,3
1151,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,46,2263,Married,2n Cycle,22,10,0,0,4
1152,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,30,2831,Married,PhD,1678,1645,0,0,15
1153,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,63,2327,Married,Master,391,344,1,2,14
1154,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,41,2696,Together,Basic,61,47,0,1,5
1155,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,60,2387,Married,Master,221,217,0,1,10
1156,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,68,2762,Married,Master,16,14,0,2,3
1157,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,39,2567,Married,Graduation,445,420,0,1,15
1158,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,39,2601,Divorced,Graduation,72,53,0,2,6
1160,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,70,2691,Together,Graduation,485,466,0,1,16
1161,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,63,2699,Married,Graduation,224,213,0,1,10
1162,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,59,2685,Divorced,PhD,1208,1184,1,1,18
1163,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,62,2581,Single,Basic,48,8,0,2,7
1164,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,49,2211,Single,Graduation,16,15,0,1,3
1165,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,35,2490,Single,Graduation,19,14,0,1,4
1166,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,55,2470,Married,Graduation,50,40,0,2,5
1167,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,68,2467,Single,PhD,1000,980,1,1,25
1168,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,58,2729,Together,PhD,151,147,0,1,8
1169,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,46,2281,Married,2n Cycle,38,25,0,2,4
1170,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,50,2713,Divorced,Master,1713,1614,0,0,15
1171,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,51,2748,Widow,Master,1419,1377,2,1,21
1172,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,60,2229,Divorced,Graduation,67,38,0,1,5
1173,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,68,2291,Single,Graduation,150,140,0,1,8
1174,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,51,2592,Married,Master,116,93,0,2,7
1175,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,52,2593,Divorced,Master,777,646,0,1,21
1176,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,55,2460,Married,2n Cycle,122,61,0,1,7
1177,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,51,2614,Married,Master,1150,1139,1,1,17
1178,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,48,2244,Married,PhD,908,828,0,0,13
1179,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,59,2817,Widow,2n Cycle,1006,940,0,1,24
1180,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,43,2450,Married,Graduation,152,130,0,2,8
1181,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,61,2679,Married,Graduation,674,590,0,1,19
1182,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,62,2339,Married,Master,181,167,0,1,9
1183,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,41,2786,Divorced,Graduation,18,5,1,1,4
1185,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,64,2653,Married,Master,656,627,1,1,19
1187,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,30,2402,Married,Graduation,36,29,0,0,5
1188,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,63,2292,Together,PhD,39,29,1,2,4
1189,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,55,2562,Together,Graduation,120,107,0,1,7
1190,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,63,2419,Together,Graduation,343,323,1,1,13
1191,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,65,2599,Together,Graduation,511,477,0,1,16
1192,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,48,2404,Together,Graduation,989,913,1,1,29
1194,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,48,2765,Married,Graduation,221,146,0,2,10
1195,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,45,2525,Single,Graduation,120,100,0,2,7
1196,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,55,2506,Single,Graduation,496,462,0,1,16
1197,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,57,2849,Together,PhD,148,144,0,2,8
1198,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,29,2425,Together,PhD,1553,1508,0,0,23
1199,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,57,2685,Single,Graduation,88,62,0,1,6
1200,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,34,2835,Single,Basic,59,17,0,1,7
1201,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,47,2439,Married,Graduation,16,7,0,1,3
1202,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,63,2678,Divorced,2n Cycle,748,707,1,0,21
1203,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,39,2493,Married,Graduation,62,37,1,2,5
1204,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,62,2439,Widow,PhD,84,78,0,2,7
1205,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,61,2586,Married,PhD,1203,1191,0,1,18
1206,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,65,2419,Single,PhD,766,721,1,0,21
1207,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,34,2774,Married,Graduation,34,7,1,1,5
1208,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,45,2477,Married,Master,349,293,0,1,13
1209,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,65,2250,Married,Master,70,68,0,2,6
1210,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,49,2658,Divorced,Graduation,182,175,0,2,9
1211,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,34,2524,Together,PhD,37,34,0,1,4
1212,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,42,2299,Divorced,Graduation,51,39,0,1,7
1213,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,37,2624,Together,Graduation,46,40,0,1,5
1214,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,44,2217,Together,PhD,28,17,0,1,4
1215,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,49,2193,Married,Graduation,790,775,0,1,21
1216,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,64,2232,Together,Master,119,108,0,1,7
1217,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,48,2427,Together,Graduation,1555,1479,3,0,23
1218,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,31,2519,Married,Graduation,30,26,0,1,4
1219,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,68,2371,Single,Graduation,145,138,0,2,8
1220,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,36,2321,Single,Basic,18,15,0,1,4
1221,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,53,2428,Married,PhD,62,53,0,3,5
1222,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,58,2195,Single,Graduation,833,767,1,1,22
1223,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,73,2229,Together,Master,666,621,0,0,9
1224,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,42,2853,Together,PhD,306,261,0,1,12
1225,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,49,2201,Divorced,Graduation,7,6,0,0,0
1226,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,28,2732,Single,Basic,79,39,0,1,7
1227,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,52,2609,Together,Graduation,17,13,0,2,3
1228,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,47,2256,Together,PhD,9,8,0,1,3
1229,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,45,2195,Married,Graduation,954,935,1,1,24
1230,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,55,2465,Married,PhD,1492,1448,2,0,12
1231,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,68,2507,Married,Graduation,962,932,1,2,24
1232,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,53,2651,Married,PhD,1502,1475,1,1,32
1233,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,48,2449,Married,Graduation,789,718,0,1,15
1234,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,57,2413,Divorced,Graduation,774,620,0,1,21
1235,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,50,2858,Married,PhD,395,372,0,2,14
1236,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,65,2854,Married,2n Cycle,395,203,0,1,14
1237,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,45,2207,Married,Graduation,577,513,0,1,17
1238,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,44,2261,Married,Graduation,17,11,1,2,3
1240,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,47,2200,Divorced,PhD,29,9,1,2,4
1242,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,38,2365,Together,Master,1767,1730,2,0,26
1243,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,60,2517,Married,Graduation,39,30,0,2,5
1244,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,68,2274,Single,Graduation,60,37,0,2,5
1245,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,45,2423,Divorced,Graduation,1835,1808,3,0,17
1246,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,57,2802,Married,PhD,661,529,0,2,19
1247,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,50,2665,Together,Graduation,52,20,0,1,6
1248,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,72,2472,Married,PhD,182,181,0,1,9
1250,55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,76,2242,Married,Graduation,961,923,1,0,14
1251,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,57,2682,Single,Master,810,795,0,1,21
1252,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,48,2831,Single,Graduation,216,186,1,1,10
1253,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,54,2626,Married,Master,540,470,0,2,17
1254,23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,52,2744,Divorced,Master,68,60,0,1,6
1255,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,49,2647,Married,Graduation,1226,1166,1,1,18
1256,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,45,2354,Married,Master,20,10,1,1,3
1257,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,56,2703,Married,Graduation,89,79,0,3,6
1258,71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,42,2805,Divorced,Graduation,982,772,1,0,22
1259,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,45,2371,Married,Graduation,335,308,0,1,13
1261,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,49,2839,Divorced,2n Cycle,1110,991,2,0,26
1262,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,63,2806,Married,PhD,37,36,0,2,4
1263,39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,69,2502,Together,Master,438,391,0,0,15
1264,26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,69,2760,Married,Basic,290,146,0,0,11
1265,33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,50,2631,Divorced,Graduation,39,34,0,1,4
1266,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,48,2742,Married,PhD,492,488,1,1,16
1267,46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,51,2545,Married,2n Cycle,44,10,0,2,5
1269,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,49,2705,Married,Graduation,669,544,0,0,19
1270,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,64,2456,Married,Graduation,14,11,0,0,3
1271,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,49,2492,Single,Graduation,25,24,0,1,4
